date,Rank,Company Name,% of Net Assets,Ticker,Identifier,Type,Shares Held,Market Value($),Notional Value($)
04_07_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1113,0,8870610
04_08_2021,1,Cash,75.43,–,–,Cash,77568177,77568177,0
04_08_2021,2,EURO,10.23,–,–,Currency,8838023,10515071,0
04_08_2021,3,EURO,8.85,–,–,Currency,7652496,9104586,0
04_08_2021,4,SCHWAB SHORT-TER,5.49,SCHO,US8085248628,Mutual Fund,109950,5640435,0
04_08_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,864,0,16079040
04_08_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,209,0,4069230
04_08_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8203938
04_08_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1332,0,68905022
04_08_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,112,0,5843119
04_08_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1128,0,8967600
04_09_2021,1,Cash,76.27,–,–,Cash,82022537,82022537,0
04_09_2021,2,EURO,10.03,–,–,Currency,9070196,10783987,0
04_09_2021,3,EURO,8.46,–,–,Currency,7652496,9098416,0
04_09_2021,4,SCHWAB SHORT-TER,5.24,SCHO,US8085248628,Mutual Fund,109950,5639336,0
04_09_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,900,0,16785000
04_09_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,218,0,4255360
04_09_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8193969
04_09_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1388,0,72017311
04_09_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,117,0,6124875
04_09_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1172,0,9364280
04_12_2021,1,Cash,73.39,–,–,Cash,83319591,83319591,0
04_12_2021,2,EURO,10.84,–,–,Currency,10333748,12304864,0
04_12_2021,3,EURO,10.8,–,–,Currency,10300939,12265797,0
04_12_2021,4,SCHWAB SHORT-TER,4.97,SCHO,US8085248628,Mutual Fund,109950,5638236,0
04_12_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,936,0,17475120
04_12_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,227,0,4437850
04_12_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8195344
04_12_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1443,0,76427573
04_12_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,122,0,6516855
04_12_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1216,0,9703680
04_13_2021,1,EURO,63.48,–,–,Currency,60684738,72369520,0
04_13_2021,2,Cash,21.8,–,–,Cash,24848468,24848468,0
04_13_2021,3,EURO,9.78,–,–,Currency,9350657,11151116,0
04_13_2021,4,SCHWAB SHORT-TER,4.95,SCHO,US8085248628,Mutual Fund,109950,5638236,0
04_13_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,948,0,17737080
04_13_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,230,0,4508000
04_13_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8223531
04_13_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1462,0,76452763
04_13_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,124,0,6542037
04_13_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1230,0,9803100
04_14_2021,1,EURO,60.6,–,–,Currency,62361664,74631001,0
04_14_2021,2,Cash,25.78,–,–,Cash,31740823,31740823,0
04_14_2021,3,EURO,9.04,–,–,Currency,9303060,11133389,0
04_14_2021,4,SCHWAB SHORT-TER,4.58,SCHO,US8085248628,Mutual Fund,109950,5639336,0
04_14_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1021,0,19143750
04_14_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,247,0,4853550
04_14_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8240375
04_14_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1574,0,82542700
04_14_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,133,0,7035184
04_14_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1310,0,10440700
04_15_2021,1,EURO,63.85,–,–,Currency,67675573,81007844,0
04_15_2021,2,Cash,22.38,–,–,Cash,28387911,28387911,0
04_15_2021,3,EURO,9.33,–,–,Currency,9883331,11830374,0
04_15_2021,4,SCHWAB SHORT-TER,4.45,SCHO,US8085248628,Mutual Fund,109950,5640435,0
04_15_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1045,0,19646000
04_15_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,253,0,4994220
04_15_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8242438
04_15_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1611,0,85156879
04_15_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,136,0,7252400
04_15_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1325,0,10533750
04_16_2021,1,EURO,63.08,–,–,Currency,69471711,83223574,0
04_16_2021,2,Cash,23.27,–,–,Cash,30703936,30703936,0
04_16_2021,3,EURO,9.38,–,–,Currency,10328580,12373113,0
04_16_2021,4,SCHWAB SHORT-TER,4.27,SCHO,US8085248628,Mutual Fund,109950,5639336,0
04_16_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1081,0,20322800
04_16_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,262,0,5174500
04_16_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8244844
04_16_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1666,0,88652691
04_16_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,140,0,7513537
04_16_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1347,0,10708650
04_19_2021,1,EURO,61.59,–,–,Currency,72226265,86812502,0
04_19_2021,2,Cash,25.71,–,–,Cash,36237463,36237463,0
04_19_2021,3,EURO,8.7,–,–,Currency,10198986,12258691,0
04_19_2021,4,SCHWAB SHORT-TER,4,SCHO,US8085248628,Mutual Fund,109950,5639336,0
04_19_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1154,0,21718280
04_19_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,279,0,5515830
04_19_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8286438
04_19_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1778,0,94779081
04_19_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,149,0,8012524
04_19_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1397,0,10938510
04_20_2021,1,EURO,65.64,–,–,Currency,77633663,93536787,0
04_20_2021,2,Cash,20.85,–,–,Cash,29717160,29717160,0
04_20_2021,3,EURO,9.55,–,–,Currency,11293837,13607360,0
04_20_2021,4,SCHWAB SHORT-TER,3.96,SCHO,US8085248628,Mutual Fund,109950,5640435,0
04_20_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1154,0,21741360
04_20_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,279,0,5524200
04_20_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8280250
04_20_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1778,0,96164269
04_20_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,149,0,8130569
04_20_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1397,0,10896600
04_21_2021,1,EURO,59.45,–,–,Currency,77633663,93381523,0
04_21_2021,2,Cash,26.81,–,–,Cash,42105226,42105226,0
04_21_2021,3,EURO,10.15,–,–,Currency,13260867,15950811,0
04_21_2021,4,SCHWAB SHORT-TER,3.59,SCHO,US8085248628,Mutual Fund,109950,5640435,0
04_21_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1251,0,23631390
04_21_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,302,0,6015840
04_21_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8279219
04_21_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1926,0,106359050
04_21_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,161,0,8970266
04_21_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1525,0,11956000
04_22_2021,1,EURO,58.23,–,–,Currency,85115214,102330229,0
04_22_2021,2,Cash,27.87,–,–,Cash,48976164,48976164,0
04_22_2021,3,EURO,10.7,–,–,Currency,15637703,18800514,0
04_22_2021,4,SCHWAB SHORT-TER,3.21,SCHO,US8085248628,Mutual Fund,109950,5640435,0
04_22_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1372,0,26122880
04_22_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,331,0,6649790
04_22_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8263750
04_22_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,2111,0,119512594
04_22_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,176,0,10052971
04_22_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1660,0,13064200
04_23_2021,1,EURO,65.1,–,–,Currency,95095951,114585860,0
04_23_2021,2,Cash,21.2,–,–,Cash,37317305,37317305,0
04_23_2021,3,EURO,10.5,–,–,Currency,15338109,18481654,0
04_23_2021,4,SCHWAB SHORT-TER,3.2,SCHO,US8085248628,Mutual Fund,109950,5639336,0
04_23_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1372,0,26273800
04_23_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,331,0,6676270
04_23_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8322188
04_23_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,2111,0,119424335
04_23_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,176,0,10047933
04_23_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1660,0,13180400
04_26_2021,1,EURO,62.68,–,–,Currency,101153947,122219742,0
04_26_2021,2,Cash,24.56,–,–,Cash,47887083,47887083,0
04_26_2021,3,EURO,9.86,–,–,Currency,15916899,19231670,0
04_26_2021,4,SCHWAB SHORT-TER,2.89,SCHO,US8085248628,Mutual Fund,109950,5638236,0
04_26_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1579,0,30632600
04_26_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,363,0,7416090
04_26_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8321844
04_26_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,2315,0,132023585
04_26_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,193,0,11116319
04_26_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1830,0,14640000
04_27_2021,1,EURO,64.51,–,–,Currency,111610277,134842248,0
04_27_2021,2,Cash,23.47,–,–,Cash,49054485,49054485,0
04_27_2021,3,EURO,9.32,–,–,Currency,16124569,19480940,0
04_27_2021,4,SCHWAB SHORT-TER,2.7,SCHO,US8085248628,Mutual Fund,109950,5639336,0
04_27_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1615,0,31008000
04_27_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,379,0,7663380
04_27_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8318063
04_27_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,2357,0,134692223
04_27_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,193,0,11141028
04_27_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1952,0,15616000
04_28_2021,1,EURO,69.23,–,–,Currency,120714278,145938244,0
04_28_2021,2,Cash,18.13,–,–,Cash,38208624,38208624,0
04_28_2021,3,EURO,9.96,–,–,Currency,17370695,21000405,0
04_28_2021,4,SCHWAB SHORT-TER,2.68,SCHO,US8085248628,Mutual Fund,109950,5640435,0
04_28_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1615,0,31137200
04_28_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,379,0,7693700
04_28_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8343844
04_28_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,2495,0,144151132
04_28_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,207,0,12082257
04_28_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1952,0,15596480
04_29_2021,1,EURO,65.11,–,–,Currency,120714278,146208686,0
04_29_2021,2,Cash,22.69,–,–,Cash,50946213,50946213,0
04_29_2021,3,EURO,9.69,–,–,Currency,17974634,21770810,0
04_29_2021,4,SCHWAB SHORT-TER,2.51,SCHO,US8085248628,Mutual Fund,109950,5640435,0
04_29_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1712,0,33024480
04_29_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,402,0,8176680
04_29_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8343156
04_29_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,2645,0,153837554
04_29_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,219,0,12867374
04_29_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,2069,0,16448550
04_30_2021,1,EURO,67.13,–,–,Currency,128970505,155255212,0
04_30_2021,2,Cash,19.85,–,–,Cash,45904055,45904055,0
04_30_2021,3,EURO,10.58,–,–,Currency,20317095,24457801,0
04_30_2021,4,SCHWAB SHORT-TER,2.44,SCHO,US8085248628,Mutual Fund,109950,5641535,0
04_30_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1749,0,33825660
04_30_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,412,0,8392440
04_30_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8272344
04_30_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,2701,0,158802022
04_30_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,224,0,13296545
04_30_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,2113,0,16904000
05_03_2021,1,EURO,66.89,–,–,Currency,132293266,159737821,0
05_03_2021,2,Cash,19.62,–,–,Cash,46851480,46851480,0
05_03_2021,3,EURO,11.13,–,–,Currency,22014026,26580888,0
05_03_2021,4,SCHWAB SHORT-TER,2.36,SCHO,US8085248628,Mutual Fund,109950,5638236,0
05_03_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1785,0,34557600
05_03_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,421,0,8601030
05_03_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8302594
05_03_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,2756,0,164456852
05_03_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,229,0,13797679
05_03_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,2163,0,17282370
05_04_2021,1,EURO,67.27,–,–,Currency,136019792,163658427,0
05_04_2021,2,Cash,20.73,–,–,Cash,50424954,50424954,0
05_04_2021,3,EURO,9.68,–,–,Currency,19570294,23546894,0
05_04_2021,4,SCHWAB SHORT-TER,2.32,SCHO,US8085248628,Mutual Fund,109950,5639336,0
05_04_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1846,0,35812400
05_04_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,435,0,8900100
05_04_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8264781
05_04_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,2852,0,166805900
05_04_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,237,0,13989821
05_04_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,2230,0,17817700
05_05_2021,1,EURO,64.9,–,–,Currency,141089357,169377012,0
05_05_2021,2,Cash,22.75,–,–,Cash,59361611,59361611,0
05_05_2021,3,EURO,10.19,–,–,Currency,22154776,26596689,0
05_05_2021,4,SCHWAB SHORT-TER,2.16,SCHO,US8085248628,Mutual Fund,109950,5640435,0
05_05_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,1955,0,38083400
05_05_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,461,0,9473550
05_05_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8256188
05_05_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,3019,0,179221299
05_05_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,251,0,15039088
05_05_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,2361,0,19100490
05_06_2021,1,EURO,66.82,–,–,Currency,150002177,180886787,0
05_06_2021,2,Cash,20.5,–,–,Cash,55491534,55491534,0
05_06_2021,3,EURO,10.6,–,–,Currency,23794686,28693879,0
05_06_2021,4,SCHWAB SHORT-TER,2.08,SCHO,US8085248628,Mutual Fund,109950,5640435,0
05_06_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2004,0,39017880
05_06_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,472,0,9699600
05_06_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8293656
05_06_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,3093,0,186267781
05_06_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,257,0,15622808
05_06_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,2419,0,19811610
05_07_2021,1,EURO,66.58,–,–,Currency,155806869,189180137,0
05_07_2021,2,Cash,20.54,–,–,Cash,58357801,58357801,0
05_07_2021,3,EURO,10.9,–,–,Currency,25508585,30972431,0
05_07_2021,4,SCHWAB SHORT-TER,1.99,SCHO,US8085248628,Mutual Fund,109950,5640435,0
05_07_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2077,0,40335340
05_07_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,489,0,10034280
05_07_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8369281
05_07_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,3205,0,196326145
05_07_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,266,0,16449180
05_07_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,2506,0,20423900
05_10_2021,1,EURO,65.28,–,–,Currency,164866212,200476929,0
05_10_2021,2,Cash,20.38,–,–,Cash,62583578,62583578,0
05_10_2021,3,EURO,12.51,–,–,Currency,31583586,38405567,0
05_10_2021,4,SCHWAB SHORT-TER,1.84,SCHO,US8085248628,Mutual Fund,109950,5641535,0
05_10_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2187,0,42405930
05_10_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,515,0,10552350
05_10_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8355875
05_10_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,3368,0,213865973
05_10_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,279,0,17885964
05_10_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,2628,0,21339360
05_11_2021,1,EURO,67.57,–,–,Currency,175556492,213502246,0
05_11_2021,2,Cash,17.31,–,–,Cash,54686906,54686906,0
05_11_2021,3,EURO,13.33,–,–,Currency,34637448,42124178,0
05_11_2021,4,SCHWAB SHORT-TER,1.78,SCHO,US8085248628,Mutual Fund,109950,5639336,0
05_11_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2237,0,43285950
05_11_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,524,0,10710560
05_11_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8360000
05_11_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,3423,0,220798424
05_11_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,284,0,18495385
05_11_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,2672,0,21723360
05_12_2021,1,EURO,65.18,–,–,Currency,183778445,221930521,0
05_12_2021,2,Cash,17.88,–,–,Cash,60881964,60881964,0
05_12_2021,3,EURO,15.28,–,–,Currency,43073207,52015128,0
05_12_2021,4,SCHWAB SHORT-TER,1.66,SCHO,US8085248628,Mutual Fund,109950,5639336,0
05_12_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2347,0,45508330
05_12_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,550,0,11280500
05_12_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8310156
05_12_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,3563,0,238023838
05_12_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,299,0,20165864
05_12_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,2804,0,22908680
05_13_2021,1,EURO,65.45,–,–,Currency,196199160,236889704,0
05_13_2021,2,Cash,19.67,–,–,Cash,71213079,71213079,0
05_13_2021,3,EURO,13.32,–,–,Currency,39937916,48220804,0
05_13_2021,4,SCHWAB SHORT-TER,1.56,SCHO,US8085248628,Mutual Fund,109950,5640435,0
05_13_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2517,0,49081500
05_13_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,590,0,12165800
05_13_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8307406
05_13_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,3863,0,254150260
05_13_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,321,0,21332045
05_13_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3009,0,24944610
05_14_2021,1,EURO,71.43,–,–,Currency,221045588,268207130,0
05_14_2021,2,EURO,15.8,–,–,Currency,48894167,59326062,0
05_14_2021,3,Cash,11.27,–,–,Cash,42303825,42303825,0
05_14_2021,4,SCHWAB SHORT-TER,1.5,SCHO,US8085248628,Mutual Fund,109950,5640435,0
05_14_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2517,0,49886940
05_14_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,590,0,12360500
05_14_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8353125
05_14_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,3863,0,265529691
05_14_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,321,0,22290368
05_14_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3009,0,25004790
05_17_2021,1,EURO,67.76,–,–,Currency,221045588,268461206,0
05_17_2021,2,Cash,16.22,–,–,Cash,64271033,64271033,0
05_17_2021,3,EURO,14.6,–,–,Currency,47613177,57826492,0
05_17_2021,4,SCHWAB SHORT-TER,1.42,SCHO,US8085248628,Mutual Fund,109950,5640435,0
05_17_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2650,0,53371000
05_17_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,621,0,13208670
05_17_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8363781
05_17_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4070,0,278490855
05_17_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,338,0,23386359
05_17_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3171,0,27302310
05_18_2021,1,EURO,75.87,–,–,Currency,239159173,292217017,0
05_18_2021,2,Cash,12.09,–,–,Cash,46560456,46560456,0
05_18_2021,3,EURO,10.57,–,–,Currency,33328247,40722171,0
05_18_2021,4,SCHWAB SHORT-TER,1.46,SCHO,US8085248628,Mutual Fund,109950,5640435,0
05_18_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2686,0,53478260
05_18_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,631,0,13276240
05_18_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8411906
05_18_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4128,0,267674645
05_18_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,343,0,22522171
05_18_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3214,0,27319000
05_19_2021,1,EURO,81.61,–,–,Currency,244478505,298643472,0
05_19_2021,2,Cash,10.77,–,–,Cash,39423978,39423978,0
05_19_2021,3,EURO,6.07,–,–,Currency,18189786,22219789,0
05_19_2021,4,SCHWAB SHORT-TER,1.54,SCHO,US8085248628,Mutual Fund,109950,5638236,0
05_19_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2686,0,53021640
05_19_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,631,0,13181590
05_19_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8372719
05_19_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4128,0,250514933
05_19_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,343,0,21096283
05_19_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3214,0,27286860
05_20_2021,1,EURO,73.83,–,–,Currency,232478505,283984835,0
05_20_2021,2,Cash,14.63,–,–,Cash,56281770,56281770,0
05_20_2021,3,EURO,10.07,–,–,Currency,31705926,38730471,0
05_20_2021,4,SCHWAB SHORT-TER,1.47,SCHO,US8085248628,Mutual Fund,109950,5640435,0
05_20_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2698,0,53744160
05_20_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,634,0,13352040
05_20_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8404688
